sourceaddress,destinationaddress,destinationport,geocity,countrycode
"162.92.191.80","20.189.173.6","443","UNKNOWN","US"
"68.202.219.168","162.92.181.77","443","Winter Park","US"
"12.252.7.226","162.92.181.77","443","Schertz","US"
"89.248.168.112","162.92.181.38","9080","UNKNOWN","NL"
"73.197.254.62","162.92.181.77","443","Mount Laurel","US"
"162.92.191.85","52.168.117.169","443","UNKNOWN","US"
"172.19.5.6","52.96.110.98","443","unknown","unknown"
"89.248.163.150","162.92.128.176","139","UNKNOWN","NL"
"172.19.4.204","104.114.77.32","443","unknown","unknown"
"89.248.168.112","162.92.128.100","9080","UNKNOWN","NL"
"18.217.159.174","10.244.8.217","80","Columbus","US"
"89.248.169.12","162.92.128.106","5900","UNKNOWN","NL"
"172.114.79.233","162.92.181.77","80","La Mirada","US"
"191.102.197.37","162.92.181.77","80","MedellÃ­n","CO"
"185.26.6.230","10.97.124.224","80","Alhama de Murcia","ES"
"172.19.5.65","17.248.188.167","443","unknown","unknown"
"172.19.5.131","162.92.181.57","8443","unknown","unknown"
"40.94.87.16","162.92.181.77","443","Amsterdam","NL"
"45.137.21.134","10.97.124.153","80","UNKNOWN","NL"
"92.63.197.83","162.92.128.46","3403","UNKNOWN","RU"
"104.140.188.38","162.92.128.115","82","Las Vegas","US"
"104.140.188.42","162.92.128.47","502","Las Vegas","US"
"185.173.35.9","162.92.191.71","5443","UNKNOWN","DE"
"185.240.244.116","162.92.181.77","443","Los Angeles","US"
"66.36.234.42","162.92.181.97","5060","Kansas City","US"
"92.118.161.17","162.92.128.77","1443","UNKNOWN","LT"
"162.92.191.87","34.206.114.193","443","UNKNOWN","US"
"172.20.9.128","185.46.212.88","9400","unknown","unknown"
"172.19.5.200","17.248.188.177","443","unknown","unknown"
"162.92.191.83","52.168.112.67","443","UNKNOWN","US"
"162.92.191.81","146.112.247.204","443","UNKNOWN","US"
"162.92.191.86","54.70.84.250","443","UNKNOWN","US"
"172.19.4.105","3.215.231.251","443","unknown","unknown"
"73.171.42.29","162.92.181.77","443","Lynchburg","US"
"216.81.94.71","162.92.181.77","443","Washington","US"
"51.89.124.57","162.92.181.132","5060","UNKNOWN","DE"
"47.156.198.131","162.92.181.77","443","Apple Valley","US"
"66.36.234.42","162.92.181.145","5060","Kansas City","US"
"162.92.191.85","146.112.43.40","443","UNKNOWN","US"
"98.3.75.33","162.92.181.77","80","Batavia","US"
"182.35.249.211","187.141.181.210","123","UNKNOWN","CN"
"162.221.192.90","10.245.8.151","80","Los Angeles","US"
"192.53.123.183","162.92.128.34","138","UNKNOWN","US"
"181.136.103.16","162.92.181.77","443","MedellÃ­n","CO"
"89.248.168.112","162.92.181.64","9080","UNKNOWN","NL"
"172.20.9.95","18.211.160.84","443","unknown","unknown"
"207.126.104.119","10.234.148.33","443","UNKNOWN","US"
"185.173.35.25","162.92.181.8","1723","UNKNOWN","DE"
"172.19.4.84","52.217.235.184","443","unknown","unknown"
"172.19.4.242","144.9.61.3","443","unknown","unknown"
"92.118.160.49","162.92.181.61","587","UNKNOWN","LT"
"185.94.111.1","162.92.128.86","179","UNKNOWN","RU"
"194.195.243.49","162.92.128.232","138","UNKNOWN","DE"
"162.92.191.83","13.89.178.27","443","UNKNOWN","US"
"92.118.161.5","162.92.128.93","111","UNKNOWN","LT"
"107.13.66.96","162.92.181.11","443","Raleigh","US"
"87.1.107.163","162.92.181.77","443","Pedara","IT"
"68.80.52.46","10.97.125.77","80","King of Prussia","US"
"162.92.191.82","52.178.17.2","443","UNKNOWN","US"
"104.38.35.124","162.92.181.77","443","Plymouth Meeting","US"
"80.82.70.228","162.92.181.57","1177","Anse aux Pins","SC"
"162.92.191.84","20.42.65.88","443","UNKNOWN","US"
"160.3.1.66","162.92.181.77","80","Eagle","US"
"92.63.197.83","162.92.128.227","3392","UNKNOWN","RU"
"92.118.161.45","162.92.128.241","9091","UNKNOWN","LT"
"89.248.168.112","162.92.128.11","9080","UNKNOWN","NL"
"162.92.191.88","13.69.239.74","443","UNKNOWN","US"
"185.172.189.28","162.92.181.77","80","UNKNOWN","US"
"96.245.37.77","162.92.181.77","443","Chadds Ford","US"
"147.9.2.205","162.92.181.77","443","Washington","US"
"172.19.4.32","142.250.217.142","443","unknown","unknown"
"131.89.195.76","162.92.181.77","443","Castro Valley","US"
"172.19.5.185","142.250.217.142","443","unknown","unknown"
"98.229.2.93","162.92.181.77","443","Burlington","US"
"162.92.191.82","146.112.43.18","443","UNKNOWN","US"
"184.62.165.29","162.92.181.77","443","UNKNOWN","US"
"222.186.19.235","162.92.128.84","81","UNKNOWN","CN"
"172.19.5.119","96.16.55.82","443","unknown","unknown"
"172.19.4.239","52.119.40.100","53","unknown","unknown"
"24.93.177.179","162.92.181.77","443","Cleveland","US"
"117.158.62.74","162.92.128.180","25280","UNKNOWN","CN"
"68.194.87.50","162.92.181.77","443","Brooklyn","US"
"172.19.5.55","52.96.190.194","443","unknown","unknown"
"172.58.107.183","162.92.181.36","443","Arlington","US"
"92.63.197.83","162.92.181.67","3418","UNKNOWN","RU"
"162.92.191.81","13.69.109.131","443","UNKNOWN","US"
"80.82.70.228","162.92.128.19","9091","Anse aux Pins","SC"
"46.148.20.13","162.92.181.41","10055","Kyiv","UA"
"172.19.5.87","17.248.188.101","443","unknown","unknown"
"162.92.191.85","23.206.121.28","80","UNKNOWN","US"
"162.92.191.83","20.189.173.3","443","UNKNOWN","US"
"74.135.9.194","162.92.181.77","443","Columbus","US"
"162.92.191.80","146.112.55.70","443","UNKNOWN","US"
"199.67.140.56","162.92.181.77","443","UNKNOWN","US"
"76.109.65.223","162.92.181.77","443","Delray Beach","US"
"104.231.39.100","162.92.181.77","443","Maineville","US"
"96.6.117.35","13.86.140.20","4431","UNKNOWN","US"
"89.248.165.52","162.92.128.69","7302","UNKNOWN","NL"
"65.140.227.139","162.92.181.77","80","UNKNOWN","US"
"186.29.48.154","162.92.181.77","443","BogotÃ¡","CO"
"89.248.169.12","162.92.128.213","5900","UNKNOWN","NL"
"172.19.4.202","35.161.220.210","443","unknown","unknown"
"174.75.66.160","162.92.181.77","443","Goleta","US"
"194.195.243.49","162.92.128.16","138","UNKNOWN","DE"
"185.173.35.13","162.92.128.180","1234","UNKNOWN","DE"
"174.205.241.3","162.92.181.77","443","UNKNOWN","US"
"12.148.189.155","162.92.181.77","443","Towson","US"
"162.92.191.82","20.44.10.123","443","UNKNOWN","US"
"107.77.210.232","162.92.181.77","443","Chicago","US"
"185.173.35.61","162.92.128.172","5001","UNKNOWN","DE"
"45.137.21.134","10.245.8.151","80","UNKNOWN","NL"
"162.92.191.81","54.200.168.204","443","UNKNOWN","US"
"84.71.132.1","162.92.181.77","80","UNKNOWN","GB"
"162.92.191.87","13.69.116.104","443","UNKNOWN","US"
"172.19.4.227","142.250.72.227","80","unknown","unknown"
"92.63.197.83","162.92.128.206","3392","UNKNOWN","RU"
"89.248.168.112","162.92.128.53","9080","UNKNOWN","NL"
"100.38.225.159","162.92.181.77","443","Brooklyn","US"
"172.19.4.245","17.248.188.144","443","unknown","unknown"
"66.76.68.40","162.92.181.77","443","Tyler","US"
"172.19.5.65","17.248.188.172","443","unknown","unknown"
"174.197.65.197","162.92.181.77","443","UNKNOWN","US"
"107.3.66.114","162.92.181.77","443","Lynn","US"
"128.14.209.162","10.244.8.138","80","Los Angeles","US"
"92.63.197.83","162.92.128.18","3398","UNKNOWN","RU"
"97.101.88.156","162.92.181.77","443","Ocala","US"
"162.92.191.88","20.44.10.122","443","UNKNOWN","US"
"172.19.4.230","104.68.104.110","443","unknown","unknown"
"92.63.197.83","162.92.180.77","3398","UNKNOWN","RU"
"172.19.5.56","17.248.188.174","443","unknown","unknown"
"92.63.197.83","162.92.181.12","3396","UNKNOWN","RU"
"76.85.85.64","162.92.177.7","443","Flower Mound","US"
"66.55.119.47","162.92.181.77","443","Hamilton","BM"
"162.92.191.83","52.182.143.210","443","UNKNOWN","US"
"194.195.243.142","162.92.181.25","138","UNKNOWN","DE"
"162.92.191.86","8.252.74.126","80","UNKNOWN","US"
"92.118.160.17","162.92.128.49","443","UNKNOWN","LT"
"80.82.77.139","162.92.128.107","50000","UNKNOWN","NL"
"104.140.188.34","162.92.181.37","554","Las Vegas","US"
"162.92.191.81","104.114.77.82","80","UNKNOWN","US"
"92.63.197.83","162.92.181.14","3392","UNKNOWN","RU"
"165.225.112.82","162.92.181.11","443","Singapore","SG"
"172.19.5.200","3.215.231.251","443","unknown","unknown"
"172.19.4.242","52.24.249.176","443","unknown","unknown"
"73.127.85.202","162.92.181.77","443","UNKNOWN","US"
"172.19.5.24","162.92.181.57","8443","unknown","unknown"
"169.61.179.134","162.92.181.3","8792","UNKNOWN","US"
"185.173.35.1","162.92.128.34","50997","UNKNOWN","DE"
"104.206.128.54","162.92.128.149","5908","Las Vegas","US"
"89.248.165.52","162.92.128.25","7302","UNKNOWN","NL"
"172.19.5.220","17.248.188.166","443","unknown","unknown"
"89.248.168.112","162.92.181.59","9080","UNKNOWN","NL"
"89.248.168.112","162.92.128.141","9080","UNKNOWN","NL"
"172.20.9.9","52.96.26.162","443","unknown","unknown"
"162.92.191.80","40.79.189.58","443","UNKNOWN","US"
"24.139.121.202","10.234.20.26","80","Santa Isabel","PR"
"172.19.5.220","70.42.32.191","443","unknown","unknown"
"24.182.200.184","162.92.181.77","80","Fort Worth","US"
"92.118.160.1","162.92.128.124","9091","UNKNOWN","LT"
"207.225.163.116","162.92.181.77","443","Phoenix","US"
"107.185.100.74","162.92.181.77","443","Los Alamitos","US"
"172.19.5.194","17.253.17.211","80","unknown","unknown"
"162.92.191.80","104.114.77.82","80","UNKNOWN","US"
"162.92.191.85","104.46.162.226","443","UNKNOWN","US"
"172.19.5.197","52.37.215.22","443","unknown","unknown"
"172.20.15.158","17.253.14.125","123","unknown","unknown"
"104.140.188.38","162.92.128.126","80","Las Vegas","US"
"172.20.16.182","17.253.20.125","123","unknown","unknown"
"172.19.5.220","52.39.124.119","443","unknown","unknown"
"103.133.105.9","162.92.181.68","443","UNKNOWN","VN"
"172.20.16.232","185.46.212.88","9400","unknown","unknown"
"92.63.197.83","162.92.181.9","3401","UNKNOWN","RU"
"162.92.191.86","23.216.149.208","443","UNKNOWN","US"
"172.19.4.107","142.250.72.246","443","unknown","unknown"
"92.63.197.83","162.92.128.254","3403","UNKNOWN","RU"
"172.19.5.177","17.248.188.83","443","unknown","unknown"
"172.19.5.221","142.250.72.138","443","unknown","unknown"
"80.82.70.228","162.92.128.229","3000","Anse aux Pins","SC"
"172.19.4.99","17.248.174.7","443","unknown","unknown"
"92.63.197.83","162.92.181.56","3396","UNKNOWN","RU"
"172.20.17.209","185.46.212.88","9400","unknown","unknown"
"172.58.157.61","162.92.181.77","443","Portsmouth","US"
"45.137.21.134","10.244.9.123","80","UNKNOWN","NL"
"209.141.51.49","10.245.8.237","80","Las Vegas","US"
"172.20.8.150","17.253.21.207","80","unknown","unknown"
"172.19.5.242","172.217.14.97","443","unknown","unknown"
"172.19.4.193","162.92.181.57","8443","unknown","unknown"
"132.251.2.182","162.92.181.77","80","Lima","PE"
"92.63.197.83","162.92.128.248","3392","UNKNOWN","RU"
"117.158.62.74","162.92.128.237","25661","UNKNOWN","CN"
"172.20.9.9","52.96.3.130","443","unknown","unknown"
"72.246.52.144","10.245.9.248","443","UNKNOWN","US"
"89.248.169.12","162.92.191.82","5900","UNKNOWN","NL"
"92.63.197.83","162.92.128.14","3410","UNKNOWN","RU"
"66.36.234.42","162.92.181.220","5060","Kansas City","US"
"92.63.197.83","162.92.181.57","3415","UNKNOWN","RU"
"169.61.179.134","162.92.181.3","8788","UNKNOWN","US"
"107.77.203.234","162.92.181.77","443","Bowie","US"
"172.19.4.231","52.96.59.226","443","unknown","unknown"
"162.92.191.80","104.208.16.88","443","UNKNOWN","US"
"162.92.191.86","13.225.230.84","443","UNKNOWN","US"
"172.19.4.234","142.250.217.142","443","unknown","unknown"
"192.53.112.138","162.92.181.21","138","UNKNOWN","US"
"189.217.16.200","162.92.181.11","443","Mexico City","MX"
"89.248.169.12","162.92.128.255","5900","UNKNOWN","NL"
"162.92.191.82","23.50.233.55","443","UNKNOWN","US"
"34.68.220.189","162.92.181.3","8704","UNKNOWN","US"
"162.92.191.86","142.251.32.194","443","UNKNOWN","US"
"172.20.14.147","17.253.16.253","123","unknown","unknown"
"172.19.4.89","17.248.174.16","443","unknown","unknown"
"45.36.184.164","162.92.181.11","443","High Point","US"
"67.241.175.238","162.92.181.77","443","Lancaster","US"
"67.1.214.171","162.92.181.77","443","Tucson","US"
"162.92.191.84","13.89.178.27","443","UNKNOWN","US"
"62.23.188.58","162.92.181.77","80","Vitry-sur-Seine","FR"
"89.248.168.112","162.92.181.20","9080","UNKNOWN","NL"
"92.118.160.5","162.92.128.7","8443","UNKNOWN","LT"
"69.31.121.21","10.244.9.97","80","UNKNOWN","US"
"172.19.5.18","23.50.233.72","443","unknown","unknown"
"128.1.248.26","10.244.9.184","80","Los Angeles","US"
"172.19.4.179","162.92.181.57","8443","unknown","unknown"
"37.130.81.181","10.245.8.101","80","Istanbul","TR"
"104.7.45.156","162.92.181.77","443","Miami","US"
"162.237.129.251","162.92.181.36","443","Frisco","US"
"172.19.14.169","162.92.191.56","443","unknown","unknown"
"162.92.191.80","34.194.25.25","443","UNKNOWN","US"
"46.148.20.13","162.92.128.161","10055","Kyiv","UA"
"104.129.199.54","162.92.181.77","443","Whittier","US"
"174.215.64.163","162.92.181.77","80","UNKNOWN","US"
"172.19.5.207","104.68.104.110","443","unknown","unknown"
"23.41.15.145","10.245.9.118","443","UNKNOWN","US"
"99.167.224.103","162.92.181.11","443","Winston-Salem","US"
"132.251.2.235","162.92.181.77","443","Lima","PE"
"161.35.236.158","187.141.182.193","53","New York","US"
"172.20.16.182","17.253.14.251","123","unknown","unknown"
"184.164.179.172","162.92.181.77","80","North Miami Beach","US"
"162.92.191.80","184.25.56.50","80","UNKNOWN","US"
"104.206.128.54","162.92.181.46","5907","Las Vegas","US"
"69.31.138.101","10.244.9.97","80","UNKNOWN","US"
"89.248.165.52","162.92.181.6","7302","UNKNOWN","NL"
"172.19.4.239","142.250.188.227","443","unknown","unknown"
"172.19.5.183","17.248.188.171","443","unknown","unknown"
"162.92.191.88","146.112.55.203","443","UNKNOWN","US"
"216.152.106.25","162.92.181.77","80","UNKNOWN","US"
"71.185.207.202","162.92.181.77","443","Millsboro","US"
"96.126.98.163","162.92.128.66","138","Fremont","US"
"108.56.164.93","162.92.181.77","443","Arlington","US"
"92.118.160.13","162.92.128.238","5632","UNKNOWN","LT"
"92.118.160.17","162.92.191.36","81","UNKNOWN","LT"
"149.19.43.110","162.92.181.77","443","UNKNOWN","US"
"117.158.62.74","162.92.181.25","26761","UNKNOWN","CN"
"104.38.35.124","162.92.181.77","80","Plymouth Meeting","US"
"185.142.236.36","162.92.128.149","5357","UNKNOWN","NL"
"172.19.5.75","17.248.188.68","443","unknown","unknown"
"23.213.54.188","10.242.124.84","443","Dallas","US"
"207.126.104.118","10.194.8.112","443","UNKNOWN","US"
"172.19.5.123","17.253.17.211","80","unknown","unknown"
"172.19.5.203","142.250.217.142","443","unknown","unknown"
"172.19.5.33","144.9.45.4","443","unknown","unknown"
"89.248.169.12","162.92.128.39","5900","UNKNOWN","NL"
"117.158.62.74","162.92.181.61","28949","UNKNOWN","CN"
"72.90.74.53","162.92.181.77","80","Cicero","US"
"69.195.29.235","162.92.181.77","443","Millington","US"
"172.20.15.40","17.253.20.253","123","unknown","unknown"
"169.63.78.215","162.92.181.3","8772","Ashburn","US"
"38.121.52.40","162.92.181.77","443","Dallas","US"
"107.77.234.176","162.92.181.77","443","UNKNOWN","US"
"162.92.191.84","23.96.94.139","443","UNKNOWN","US"
"24.155.172.166","162.92.181.77","443","Midland","US"
"172.58.195.68","162.92.181.77","443","UNKNOWN","US"
"172.19.4.218","20.189.173.3","443","unknown","unknown"
"172.58.175.215","162.92.181.77","443","Orlando","US"
"172.19.5.220","172.217.14.66","443","unknown","unknown"
"89.248.165.52","162.92.128.112","8086","UNKNOWN","NL"
"104.140.188.38","162.92.128.201","52200","Las Vegas","US"
"178.216.24.49","162.92.128.152","8080","Milejow","PL"
"178.79.189.38","162.92.181.44","138","London","GB"
"68.80.52.46","10.234.21.18","80","King of Prussia","US"
"35.242.149.15","162.92.128.235","139","Mountain View","US"
"24.206.144.190","162.92.181.77","443","Little Elm","US"
"73.31.134.45","162.92.181.77","443","Waynesboro","US"
"162.92.191.85","23.200.168.62","443","UNKNOWN","US"
"172.19.5.181","17.253.5.207","80","unknown","unknown"
"107.77.194.91","162.92.181.77","443","UNKNOWN","US"
"172.19.4.145","144.9.63.31","443","unknown","unknown"
"172.19.5.6","199.115.117.82","443","unknown","unknown"
"70.121.57.154","162.92.177.7","443","Richardson","US"
"185.173.35.41","162.92.128.0","49502","UNKNOWN","DE"
"172.19.4.239","54.200.168.204","443","unknown","unknown"
"89.248.169.12","162.92.128.189","5900","UNKNOWN","NL"
"92.63.197.83","162.92.128.69","3403","UNKNOWN","RU"
"172.19.5.163","17.248.188.71","443","unknown","unknown"
"207.126.104.118","162.92.180.77","443","UNKNOWN","US"
"162.92.191.81","51.132.193.104","443","UNKNOWN","US"
"35.220.251.99","162.92.181.77","443","UNKNOWN","UNKNOWN"
"137.135.11.116","13.86.136.241","4432","San Jose","US"
"172.19.5.92","162.92.181.57","8443","unknown","unknown"
"172.20.14.216","66.228.59.187","123","unknown","unknown"
"172.19.4.184","52.200.22.2","443","unknown","unknown"
"107.15.161.242","162.92.177.7","443","Apex","US"
"35.168.185.185","10.244.8.217","443","Ashburn","US"
"104.140.188.34","162.92.128.164","8088","Las Vegas","US"
"89.248.163.150","162.92.128.49","139","UNKNOWN","NL"
"104.200.102.160","162.92.181.77","443","Bridgetown","BB"
"89.248.169.12","162.92.128.211","5900","UNKNOWN","NL"
"98.171.26.68","162.92.181.11","443","Phoenix","US"
"174.197.4.219","162.92.181.77","443","Vernon Hills","US"
"107.77.161.36","162.92.181.77","443","UNKNOWN","US"
"162.201.184.41","162.92.181.77","443","Hollywood","US"
"68.80.52.46","10.245.9.13","80","King of Prussia","US"
"92.63.197.83","162.92.181.5","3396","UNKNOWN","RU"
"92.118.161.9","162.92.128.177","9092","UNKNOWN","LT"
"172.58.109.246","162.92.177.17","443","Dallas","US"
"92.63.197.83","162.92.128.95","3390","UNKNOWN","RU"
"117.158.62.74","162.92.128.224","28224","UNKNOWN","CN"
"172.19.4.101","17.248.188.137","443","unknown","unknown"
"185.172.189.28","162.92.181.77","443","UNKNOWN","US"
"162.92.191.81","51.105.71.136","443","UNKNOWN","US"
"172.58.196.247","162.92.181.77","80","UNKNOWN","US"
"185.173.35.25","162.92.191.93","8444","UNKNOWN","DE"
"198.147.1.7","162.92.181.77","443","Chevy Chase","US"
"73.194.110.14","162.92.181.77","443","Somerset","US"
"92.63.197.83","162.92.128.169","3403","UNKNOWN","RU"
"172.19.4.36","52.41.235.76","443","unknown","unknown"
"92.63.197.83","162.92.128.197","3395","UNKNOWN","RU"
"173.163.96.2","162.92.181.77","80","Camp Hill","US"
"162.92.191.86","20.189.173.15","443","UNKNOWN","US"
"118.186.201.132","162.92.177.17","22","UNKNOWN","CN"
"169.62.152.41","162.92.181.3","8794","UNKNOWN","US"
"172.19.4.37","63.251.109.133","443","unknown","unknown"
"174.216.81.149","162.92.181.77","443","UNKNOWN","US"
"172.19.4.245","17.248.188.136","443","unknown","unknown"
"75.45.198.151","162.92.181.77","443","Arlington","US"
"45.137.21.134","10.234.148.34","80","UNKNOWN","NL"
"201.150.84.100","162.92.181.77","80","La Union","SV"
"92.118.161.37","162.92.128.6","888","UNKNOWN","LT"
"104.206.128.22","162.92.191.86","6443","Las Vegas","US"
"96.27.187.74","162.92.181.77","443","Reynoldsburg","US"
"66.182.198.195","162.92.181.77","443","Keller","US"
"92.118.161.49","162.92.128.12","38520","UNKNOWN","LT"
"45.191.232.165","10.234.23.13","80","unknown","unknown"
"92.63.197.83","162.92.181.61","3396","UNKNOWN","RU"
"92.63.197.83","162.92.181.63","3401","UNKNOWN","RU"
"104.206.128.74","162.92.128.13","8088","Las Vegas","US"
"162.92.191.85","184.29.136.251","443","UNKNOWN","US"
"117.158.62.74","162.92.181.41","26311","UNKNOWN","CN"
"162.92.191.83","20.44.10.123","443","UNKNOWN","US"
"68.80.52.46","10.244.8.162","80","King of Prussia","US"
"185.173.35.13","162.92.128.28","8899","UNKNOWN","DE"
"172.19.4.101","44.202.21.43","443","unknown","unknown"
"199.30.119.99","162.92.181.77","80","Springfield","US"
"107.189.1.106","10.97.124.113","80","Roost","LU"
"162.92.191.84","23.47.193.209","80","UNKNOWN","US"
"47.44.121.194","162.92.181.77","443","UNKNOWN","US"
"173.165.100.33","162.92.181.77","443","Melrose Park","US"
"76.93.182.9","162.92.181.77","80","San Diego","US"
"162.92.191.88","52.36.124.159","443","UNKNOWN","US"
"162.92.191.86","51.132.193.104","443","UNKNOWN","US"
"162.92.191.85","20.189.173.12","443","UNKNOWN","US"
"172.19.4.229","144.9.61.3","443","unknown","unknown"
"172.19.4.178","17.248.188.70","443","unknown","unknown"
"172.19.5.87","17.253.5.207","80","unknown","unknown"
"172.19.5.88","17.248.188.175","443","unknown","unknown"
"89.248.165.52","162.92.128.109","7302","UNKNOWN","NL"
"172.20.17.194","185.46.212.88","9400","unknown","unknown"
"92.118.161.17","162.92.181.36","51200","UNKNOWN","LT"
"172.19.5.6","52.192.234.170","443","unknown","unknown"
"162.92.191.83","8.240.25.126","80","UNKNOWN","US"
"185.142.236.36","162.92.128.191","1883","UNKNOWN","NL"
"172.19.4.100","35.161.220.210","443","unknown","unknown"
"207.126.104.119","13.86.140.20","4431","UNKNOWN","US"
"172.19.4.37","142.251.32.34","443","unknown","unknown"
"172.19.5.66","144.9.61.3","443","unknown","unknown"
"92.63.197.83","162.92.128.44","3390","UNKNOWN","RU"
"104.206.128.26","162.92.128.230","1717","Las Vegas","US"
"47.180.19.176","162.92.181.77","443","Hacienda Heights","US"
"185.94.111.1","162.92.181.51","179","UNKNOWN","RU"
"208.184.249.3","162.92.181.77","443","UNKNOWN","US"
"162.92.191.84","146.112.43.218","443","UNKNOWN","US"
"65.242.40.122","162.92.181.77","443","Tysons Corner","US"
"72.246.194.165","10.244.8.67","443","Egg Harbor City","US"
"99.92.212.39","162.92.181.77","443","San Jose","US"
"172.20.8.94","17.253.16.253","123","unknown","unknown"
"92.63.197.83","162.92.181.72","3418","UNKNOWN","RU"
"92.63.197.83","162.92.128.30","3390","UNKNOWN","RU"
"165.225.230.104","162.92.181.77","443","UNKNOWN","US"
"172.19.5.6","17.248.188.133","443","unknown","unknown"
"162.92.191.83","146.112.55.203","443","UNKNOWN","US"
"172.20.17.61","185.46.212.88","9400","unknown","unknown"
"107.77.209.198","162.92.181.77","443","Chicago","US"
"165.225.222.87","162.92.181.11","443","UNKNOWN","US"
"162.92.191.88","51.104.15.252","443","UNKNOWN","US"
"178.79.189.38","162.92.181.67","138","London","GB"
"172.19.5.117","17.253.5.207","80","unknown","unknown"
"184.98.188.92","162.92.181.77","443","Gilbert","US"
"92.63.197.83","162.92.181.14","3396","UNKNOWN","RU"
"104.140.188.30","162.92.128.76","4002","Las Vegas","US"
"172.20.17.136","185.46.212.88","9400","unknown","unknown"
"162.92.191.85","13.69.239.72","443","UNKNOWN","US"
"162.92.191.81","52.182.143.208","443","UNKNOWN","US"
"107.77.209.218","162.92.181.77","443","Chicago","US"
"68.80.52.46","10.97.124.113","80","King of Prussia","US"
"117.158.62.74","162.92.128.222","29546","UNKNOWN","CN"
"92.63.197.83","162.92.128.9","3390","UNKNOWN","RU"
"103.133.110.147","187.141.182.195","123","UNKNOWN","VN"
"92.118.160.49","162.92.128.253","3000","UNKNOWN","LT"
"73.205.161.4","162.92.181.77","443","Jupiter","US"
"192.193.216.148","162.92.181.77","443","UNKNOWN","US"
"172.58.89.31","162.92.181.77","443","San Francisco","US"
"23.223.149.174","10.244.9.27","443","UNKNOWN","US"
"97.99.33.102","162.92.181.77","443","Dallas","US"
"92.63.197.83","162.92.181.46","3418","UNKNOWN","RU"
"172.19.4.122","142.250.176.14","443","unknown","unknown"
"172.19.5.47","17.248.174.14","443","unknown","unknown"
"172.19.5.37","96.16.55.110","443","unknown","unknown"
"172.19.5.242","142.250.189.226","443","unknown","unknown"
"71.229.97.238","162.92.181.77","80","Miami","US"
"172.19.5.53","17.248.188.146","443","unknown","unknown"
"162.92.191.83","23.62.230.77","443","UNKNOWN","US"
"162.92.191.83","20.42.73.27","443","UNKNOWN","US"
"92.118.161.57","162.92.128.219","5632","UNKNOWN","LT"
"104.206.128.42","162.92.128.211","111","Las Vegas","US"
"162.92.191.86","23.66.122.24","443","UNKNOWN","US"
"89.248.169.12","162.92.128.133","5900","UNKNOWN","NL"
"165.225.222.118","162.92.181.77","443","UNKNOWN","US"
"146.112.163.33","162.92.181.77","443","UNKNOWN","US"
"185.94.111.1","162.92.181.45","179","UNKNOWN","RU"
"71.71.209.182","162.92.177.7","443","Charlotte","US"
"92.63.197.83","162.92.181.33","3396","UNKNOWN","RU"
"96.6.117.35","162.92.180.77","443","UNKNOWN","US"
"66.36.234.42","162.92.181.153","5060","Kansas City","US"
"172.19.5.47","52.46.145.179","443","unknown","unknown"
"89.248.163.150","162.92.128.123","139","UNKNOWN","NL"
"71.223.18.178","162.92.181.36","443","Gilbert","US"
"174.209.226.195","162.92.181.77","443","UNKNOWN","US"
"222.186.19.235","162.92.128.127","81","UNKNOWN","CN"
"172.19.5.58","162.92.181.57","8443","unknown","unknown"
"89.248.165.52","162.92.128.213","8086","UNKNOWN","NL"
"40.94.25.56","162.92.181.77","443","UNKNOWN","US"
"117.158.62.74","162.92.128.149","25280","UNKNOWN","CN"
"108.208.73.54","162.92.181.77","443","New Albany","US"
"172.19.4.111","3.215.231.251","443","unknown","unknown"
"173.94.57.33","162.92.181.11","443","Winston-Salem","US"
"162.92.191.81","20.189.173.15","443","UNKNOWN","US"
"70.177.124.208","162.92.181.36","443","Broken Arrow","US"
"89.248.169.12","162.92.128.227","5900","UNKNOWN","NL"
"172.19.5.142","144.9.63.31","443","unknown","unknown"
"12.251.251.170","162.92.181.77","443","Brookfield","US"
"74.79.211.160","162.92.181.77","443","Auburn","US"
"92.118.160.33","162.92.128.75","8888","UNKNOWN","LT"
"190.92.82.10","162.92.181.77","443","San Pedro Sula","HN"
"89.248.168.112","162.92.128.4","9080","UNKNOWN","NL"
"80.82.77.33","10.97.124.184","443","UNKNOWN","NL"
"23.213.54.127","162.92.181.37","443","Dallas","US"
"94.102.49.193","162.92.128.86","102","UNKNOWN","NL"
"172.19.5.75","146.112.61.106","443","unknown","unknown"
"80.82.70.228","162.92.181.38","1177","Anse aux Pins","SC"
"47.38.211.149","162.92.181.11","443","Hurst","US"
"46.148.20.13","162.92.128.43","10055","Kyiv","UA"
"172.113.23.11","162.92.181.77","443","Loma Linda","US"
"169.46.101.98","162.92.181.3","8792","Irving","US"
"103.107.58.159","10.245.8.240","80","unknown","unknown"
"71.95.8.132","162.92.181.77","443","Glendale","US"
"165.225.113.27","162.92.181.11","443","UNKNOWN","US"
"38.110.110.32","162.92.181.77","443","UNKNOWN","US"
"190.92.82.10","162.92.181.77","80","San Pedro Sula","HN"
"162.92.191.80","51.132.193.105","443","UNKNOWN","US"
"92.118.160.49","162.92.128.141","8333","UNKNOWN","LT"
"208.105.11.18","162.92.181.77","443","Kew Gardens","US"
"66.36.234.42","162.92.181.105","5060","Kansas City","US"
"71.6.232.6","187.141.181.208","123","Henderson","US"
"172.20.16.85","216.58.194.206","443","unknown","unknown"
